author	description	retweet
quality_show	Cappy kills Mario in #SuperMarioOdyssey  https://t.co/wRuvooFM9t	false
AduroTri	#BreathoftheWild and #SuperMarioOdyssey are competing for #GameoftheYear Damn, that shit’s gonna be close.	false
wakieu	RT @MyNintendoNews: Honest Game Trailers Tackle Super Mario Odyssey https://t.co/cgWYiF9V9O https://t.co/vdj6Hk7vH1	true
Omnipotentzus	RT @jedaikuro: No order  Pokemon Platinum  Knights Of The Old Republic  Final Fantasy IV Yakuza 0 Elder Scrolls IV Oblivion Fallou… 	true
silkychicken	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
weirdlilmexican	RT @Cowctus: GOTY Awards:  Zelda Mario Odyssey PUBG Persona 5 Horizon Zero Dawn  >PUBG >Horizon >Nier nowhere to be found https://t.co/Nc73…	true
caylenb	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
17tins	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/ka9ArPx1j6	false
GoIdenOnyx	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
flynncredible	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
3ForceHero	Force Plays: Super Mario Odyssey - Episode 3: https://t.co/qQcBsQjfz1 via @YouTube	false
OG_HAMBURGHINI	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
TranscendAndrew	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
therealdxred	RT @613_SNeKi: #SuperMarioOdyssey #NintendoSwitch I love the movement in this game https://t.co/7fh67QmPzy	true
Davea4444	spoiler:  i beat this the 1st try when i muted the music... AFTER 20 FAILS WITH MUSIC ON!  XD #SuperMarioOdyssey #oldschooltrick https://t.co/3It5xorovn	false
Real_RainbowMan	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
madyson_emory	RT @MadeULookbyLex: I’ve played enough Mario Odyssey to know there’s a power moon under that one tile https://t.co/c2VO01vDyd	true
DuthOlec	Are... you sure that bird falling into the stew won't ruin it? #spoiler #SuperMarioOdyssey #NintendoSwitch https://t.co/EFBfqMdvC4	false
Nitweiy	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
DeepGameRes	RT @TetraBitGaming: Swag is for boys, class is for men. *deep breathing* #SuperMarioOdyssey #NintendoSwitch https://t.co/SlBRY4r1Zh	true
Big_Song_Don	RT @alexbelloli: SERIOUSLY THOUGH FUCK THIS MARIO ODYSSEY VOLLEYBALL BULLSHIT 100 ASS VOLLEYS HOW ABOUT I VOLLEY MYSELF OFF OF A DAMN CLIFF	true
axahammonds	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
bcasey208	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
MondeDuFun	Cappy Can Kill Mario Thanks to a Weird Super Mario Odyssey Glitch https://t.co/xzgQ3vdH8M https://t.co/z9VGd7iJQG	false
steveauger	Mario eance party! #SuperMarioOdyssey #NintendoSwitch https://t.co/tofTWVwtpN	false
RemedyG	RT @The__Goomba: *Snaps Switch in frustration* #SuperMarioOdyssey #NintendoSwitch https://t.co/c9r5TwKQCm	true
SuperLuigi290	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/A88RVcyIj6	false
hyliancutiepie	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
SherryRSeal	Super Mario Odyssey's Honest Game Trailer Isn't Half Bad https://t.co/485FvmjUxv	false
WweNikki25	RT @MyNintendoNews: Honest Game Trailers Tackle Super Mario Odyssey https://t.co/cgWYiF9V9O https://t.co/vdj6Hk7vH1	true
Joshsmusicllc	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
DivineOmega	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
wayorules	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/dVt7oMfKP2	false
esperdreams	Voted for Persona 5 https://t.co/kkbjQYuDIC	false
Shadowknightjj	I liked a @YouTube video https://t.co/yzsYSmXcEH NEW DANK CITY | Super Mario Odyssey - Part 4	false
Crystola_0302	RT @prozdkp: as many of you have guessed, the fact that this was made just after i finished super mario odyssey was no coincidence	true
Abukik27x	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/4dPNEU3uIO	false
Haloman17	I saved a @YouTube playlist https://t.co/4bOrZ6vTe6 Super Mario Odyssey	false
Bukyoku_AlSara	RT @NowWeAreNowhere: In Nintendo Switch Super Mario Odyssey inside the map that Hint Toad is seen holding, if you're able to look close… 	true
SMAFOOM	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
zachmaster014	RT @GreyTheTick: So Mario Odyssey is actually digital crack, but also one of the least manipulative open world games I've played in a long…	true
Excelancer	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/LKCo5scf8q	false
cpope7	RT @NintendoAmerica: Described as “…the greatest Super Mario title released to-date…” by USGamer. #SuperMarioOdyssey on #NintendoSwitch is…	true
someweeb65	RT @Volta_Bass: People got stuck playing the fishing minigame in Nier Automata... again. https://t.co/BEQAmQAMXv	true
GunmetalMite	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
RMorazan09	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Hieran	Fricken amazing! Super Mario Odyssey (IN 148,777 DOMINOES!) https://t.co/kqZ2ShLrQL via @YouTube	false
ShlaneBleppi	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
dabigjefe	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
aasaalj	I liked a @YouTube video https://t.co/9GouMYe992 SUPER MARIO ODYSSEY Part 10 - GIANT DRAGON FIGHT - OMG!	false
WestifiedMJ	Peach location #SuperMarioOdyssey #NintendoSwitch https://t.co/npeK0fc45U	false
Ve6600	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
jettybigcash	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/KSUaxXMWZz	false
SirShumaGorath	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/lZOz4ySWCp	false
jonathan456037	I liked a @YouTube video https://t.co/xnk13UUFnf SUPER MARIO ODYSSEY (Honest Game Trailers)	false
Didikouro	Sonic Forces vs  Super Mario Odyssey https://t.co/wvGRyt6TrN via @YouTube	false
BredBox81	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
Jacho930	Random glitch #SuperMarioOdyssey #NintendoSwitch https://t.co/jTuLbJLctz	false
FirePlaysOs	RT @PantslessPajama: You: I live for them Mario Odyssey nips  Me, an intellectual: https://t.co/3heoWrvugZ	true
samsny21	#SuperMarioOdyssey #CapKingdom  Cap Kingdom Bonneton  Regional Coins: 50 Power Moons: 31 Bosses: 1 https://t.co/jTW0FyQHN4	false
wMTF2	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/D6kGAtYcRv	false
TechJMedia	Super Mario Odyssey | Should You Buy it for your Switch?: https://t.co/zStyaYZ5EH via @YouTube	false
MURKYJOJO6921	RT @LewisBurnell5: thicc #SuperMarioOdyssey #NintendoSwitch https://t.co/jKIFzL4osJ	true
twit_ttyman	RT @CryonyxGaming: Hey guys Super Mario Odyssey is here. Check out my Walkthrough of the game. https://t.co/nJmURST5KZ	true
WhiteVoidJoJo	RT @GreyTheTick: Seriously. There's more variety in a single level of Mario Odyssey than there is across the entirety of most modern… 	true
LuisCuamea	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/x1Ibr4CtAO	false
wMTF2	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/6M83iSzbds	false
BabyMario_DS	RT @akfamilyhomeak: I see what you did there Nintendo. You clever bastards #SuperMarioOdyssey #NintendoSwitch https://t.co/OOrFi0IwTt	true
Davea4444	i am Lakitu. that is figuratively all.  #SuperMarioOdyssey #NintendoSwitch https://t.co/kMWWMBQ2Ud	false
antove13	RT @paulacroft02: Los nominados para @thegameawards #GOTY2017  - Horizon Zero Dawn  - The Legend of Zelda: Breath of the Wild - Perso… 	true
Heather__Ogle	This is so messed up. Lol ➡️Turns Out, Cappy Can Kill You In Super Mario Odyssey  https://t.co/uuUQlHsPvA via @kotaku	false
memeings	jeez this game is fuckin scary #SuperMarioOdyssey #NintendoSwitch https://t.co/Ke5J9St8Eq	false
YouOdysseyThis	RT @memeings: jeez this game is fuckin scary #SuperMarioOdyssey #NintendoSwitch https://t.co/Ke5J9St8Eq	true
Thegamefox	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/owKuckvT65	false
NoLimit42	We're tackling the Dark/Darker Sides of the Moon in the finale of Super Mario Odyssey! Tonight at 6 PM EST!  ...God have Mercy on me.  https://t.co/V4NKgQazWx	false
NSwitchShots	RT @VGMonk: Jumped a little too high?! @Nintendo #SuperMarioOdyssey #NintendoSwitch https://t.co/6L7abU1jKT	true
wMTF2	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/Faje7zRJxn	false
princess_forty	as you guys can probably see: i love super mario odyssey	false
gamebestsellers	Nintendo Switch Console (Neon Blue/Red Joy-Con) & Super Mario Odyssey *NEW* https://t.co/Lyz7hAvvza #nintendo #switch #console https://t.co/Eej3GxLnTd	false
davescarborough	Is this you @AndyPlaytonic? #SuperMarioOdyssey #NintendoSwitch https://t.co/8JM9qi1L2Q	false
ChasingDeathbed	.....wait.....WHAT?!😱😂 https://t.co/mfz41G6WSO	false
KerpBerp	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
xEricHeRo	I liked a @YouTube video https://t.co/hd8wsQaLEe Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
yeriscackle	hhhh where the fuck is nier automata?? https://t.co/SjMSnwSSPk	false
Angelou972	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/hGryGPN1NJ	false
Da_Shark14	not bad for my first try #SuperMarioOdyssey #NintendoSwitch https://t.co/z52s2vXoNl	false
EffinZein	RT @Panicnl: Warning: Pro Gameplay. #SuperMarioOdyssey #NintendoSwitch https://t.co/jX6RfGNQu2	true
NSwitchShots	RT @NIN_Switch_SC: You can break #SuperMarioOdyssey by capturing a piranha plant and hat-stomping it https://t.co/gCmadRrfhu	true
tomscott90	Just finished Super Mario Odyssey. 😢😭😭	false
staroftherogue	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
Anal_Beds	Star Wars, Pokemon, FFXV, Mario Odyssey, and Metroid Returns. Fuck.	false
NSwitchShots	RT @Mike_Catch22: Never met a game Captain Toad wasn't lost in! #SuperMarioOdyssey #NintendoSwitch https://t.co/glqScHGlly	true
shellthings	RT @CrayZBees: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack from @PostHoneycomb  Ends 3/31… 	true
TristanGeminder	I liked a @YouTube video https://t.co/oYArQsXJnD SUPER MARIO ODYSSEY Part 10 - GIANT DRAGON FIGHT - OMG!	false
Twenty1Leaves	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
skylershag	I CAN'T STOP IT WITH THE SPACE ONES #SuperMarioOdyssey #NintendoSwitch https://t.co/Kg7C9Rgo32	false
alejandro92134	@twip98 is coming for you bro , it was nice to meet you 😂😂 https://t.co/oSTLA9yDmF	false
Magnegro42	Cappy cannot be trusted https://t.co/WXDc6ZuOLz	false
ErixHearingYou	Lol, the best captain! https://t.co/5UgxmPlHLa	false
Silversanti18	Progress on my time #SuperMarioOdyssey #NintendoSwitch https://t.co/XsNJRIkokr	false
NSwitchShots	RT @Zinc804: I love the movement options in this game..I was able to save myself because of them! #SuperMarioOdyssey… 	true
King_Drew101	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
eeno2k	Peach traveling in style! #SuperMarioOdyssey #NintendoSwitch https://t.co/fbSSI0CisU	false
YouOdysseyThis	RT @eeno2k: Peach traveling in style! #SuperMarioOdyssey #NintendoSwitch https://t.co/fbSSI0CisU	true
SoundsCrazy_	Found out Dark Mode lol you have to type PowerUpL DarkMode PowerUpR in twitch chat. Mario Odyssey Stream starting nao! https://t.co/enSYZurw1a	false
Ventus_CrossX	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Kangajew97	Oh god I hope that PUBG doesn't win https://t.co/xa8TpSP45P	false
amyalambert	I liked a @YouTube video https://t.co/Gb5ahNelN5 SORRY PEACH, WHAT'S GOOD PAULINE!? [SUPER MARIO ODYSSEY] [#06]	false
NSwitchShots	RT @NIN_Switch_SC: #SuperMarioOdyssey #NintendoSwitch I want this as a loop https://t.co/tuKO1Dz9IK	true
TealRasferian	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
benebrooks	It's been an absolute pleasure! Now to get 100% #SuperMarioOdyssey #NintendoSwitch https://t.co/yMshqMmlSe	false
________Tino	RT @heathercampbell: This #SuperMarioOdyssey NPC sure sounds like he's saying, "I just want to die. I just hate myself." #NintendoSwitch ht…	true
Crisnology	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Pancake_Time	This is a good thread, and highlights a lot of why I'm actually making a lot of progress towards 100% in Mario Odyssey despite almost never being the completionist type. https://t.co/w8pQYUdMON	false
IAbsol	I liked a @YouTube video https://t.co/l4mKiDlrUf Super Mario Odyssey - Nintendo Switch Gameplay Walkthrough PART 15: Dragon Boss -	false
CloudyObsession	I liked a @YouTube video https://t.co/erqmtfXmJ3 Super Mario Odyssey (IN 148,777 DOMINOES!)	false
demonic_boi	more  #SuperMarioOdyssey #NintendoSwitch #glitch https://t.co/fawA0ZVagO	false
diddeh14	There could be sick movement in this area. Sucks that you have to wait. #SuperMarioOdyssey #NintendoSwitch	false
SassyLapis	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Rogcora713	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
beccajslv	Everyone at all these results parties and I'm sitting by myself in my parent's house in Shepparton watching super mario odyssey videos to calm down	false
jiminichu	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
TheIrishBlur	RT @PressStartKofi: “Why is Super Lucky’s Tale reviewed so low and Mario Odyssey so high? They are basically the same game”  Me: ummm https…	true
ISydneyarm	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
SuperNintardo	Got deported... #SuperMarioOdyssey #NintendoSwitch https://t.co/DfX2js9Bnr	false
hurgling	Ughhh I feel like I just spent a ton of money on Mario Odyssey, Steamworld Dig 2, and Sonic Mania, but y'all are REALLY making me want to play Sonic Forces	false
nintendopuff	why is this game so beautiful #SuperMarioOdyssey #NintendoSwitch https://t.co/1vOXpC2kfh	false
Dominator_GG	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
darkpit99	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
